14:37:36:650, 1, 0, 0, 0, 126.126, 0, 
14:37:36:678, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:36:678, 5, 1, 34.9, -40, 3.932, 3.936, 3.982, 3.965, 3.952, 3.972, 3.989, 4.003, 
14:37:36:678, 6, Helianthus, 3, 1f, 0, 0, 0, 0, Static, 
14:37:37:142, 1, 0, 0, 0, 126.11, 0, 
14:37:37:159, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:37:159, 5, 2, 36.9, -40, 3.925, 3.913, 3.93, 3.943, 3.998, 3.96, 3.945, 4.008, 
14:37:37:159, 6, Helianthus, 4, 1f, 0, 0, 0, 0, Static, 
14:37:37:632, 1, 0, 0, 0, 126.126, 0, 
14:37:37:680, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:37:681, 5, 3, 35.9, -40, 3.938, 3.931, 3.923, 3.812, 3.93, 3.95, 3.977, 4.004, 
14:37:37:681, 6, Helianthus, 5, 1f, 0, 0, 0, 0, Static, 
14:37:38:118, 1, 0, 0, 0, 126.12, 0, 
14:37:38:141, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:38:141, 6, Helianthus, 6, 1f, 0, 0, 0, 0, Static, 
14:37:38:609, 1, 0, 0, 0, 126.113, 0, 
14:37:38:627, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:38:627, 2, 0, 0.0860691, 0, 0, 43.7274, 0, 0, 
14:37:38:627, 6, Dilithium, 0, 7, 0, 0, 0, 0, Invalid mode, 
14:37:39:097, 1, 0, 0, 0, 126.112, 0, 
14:37:39:115, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:39:115, 4, 126.224, 1.989, 1, 0, 0, 
14:37:39:116, 6, Dilithium, 1, 7, 0, 0, 0, 0, Invalid mode, 
14:37:39:589, 1, 0, 0, 0, 126.125, 0, 
14:37:39:607, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:39:607, 5, 0, 34.1, -40, 3.917, 3.929, 3.921, 3.935, 3.941, 3.961, 3.945, 3.954, 
14:37:39:607, 6, Dilithium, 2, 7, 0, 0, 0, 0, Invalid mode, 
14:37:40:081, 1, 0, 0, 0, 126.118, 0, 
14:37:40:099, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:40:099, 5, 1, 35, -40, 3.932, 3.936, 3.982, 3.965, 3.952, 3.972, 3.989, 4.004, 
14:37:40:099, 6, Helianthus, 3, 1f, 0, 0, 0, 0, Static, 
14:37:40:572, 1, 0, 0, 0, 126.12, 0, 
14:37:40:590, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:40:591, 5, 2, 37.1, -40, 3.925, 3.913, 3.93, 3.943, 3.998, 3.96, 3.944, 4.009, 
14:37:40:591, 6, Helianthus, 4, 1f, 0, 0, 0, 0, Static, 
14:37:41:063, 1, 0, 0, 0, 126.113, 0, 
14:37:41:082, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:41:082, 5, 3, 35.9, -40, 3.938, 3.931, 3.923, 3.812, 3.93, 3.949, 3.977, 4.004, 
14:37:41:083, 6, Helianthus, 5, 1f, 0, 0, 0, 0, Static, 
14:37:41:548, 1, 0, 0, 0, 126.111, 0, 
14:37:41:563, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:41:563, 6, Helianthus, 6, 1f, 0, 0, 0, 0, Static, 
14:37:42:039, 1, 0, 0, 0, 126.119, 0, 
14:37:42:055, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:42:055, 2, 0, 0.111878, 0, 0, 43.7631, 0, 0, 
14:37:42:056, 6, Dilithium, 0, 7, 0, 0, 0, 0, Invalid mode, 
14:37:42:528, 1, 0, 0, 0, 126.123, 0, 
14:37:42:551, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:42:551, 4, 126.176, 1.973, 1, 0, 0, 
14:37:42:552, 6, Dilithium, 1, 7, 0, 0, 0, 0, Invalid mode, 
14:37:43:020, 1, 0, 0, 0, 126.118, -0.0014313, 
14:37:43:038, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:43:038, 5, 0, 34.1, -40, 3.916, 3.929, 3.921, 3.935, 3.941, 3.961, 3.945, 3.954, 
14:37:43:038, 6, Dilithium, 2, 7, 0, 0, 0, 0, Invalid mode, 
14:37:43:511, 1, 0, 0, 0, 126.123, -0.0014313, 
14:37:43:529, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:43:529, 5, 1, 35, -40, 3.932, 3.936, 3.982, 3.965, 3.952, 3.972, 3.989, 4.004, 
14:37:43:529, 6, Helianthus, 3, 1f, 0, 0, 0, 0, Static, 
14:37:44:002, 1, 0, 0, 0, 126.117, -0.0014313, 
14:37:44:020, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:44:020, 5, 2, 37, -40, 3.925, 3.913, 3.93, 3.944, 3.998, 3.96, 3.944, 4.008, 
14:37:44:020, 6, Helianthus, 4, 1f, 0, 0, 0, 0, Static, 
14:37:44:493, 1, 0, 0, 0, 126.109, -0.0452504, 
14:37:44:505, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:44:506, 5, 3, 35.9, -40, 3.938, 3.931, 3.923, 3.812, 3.93, 3.95, 3.977, 4.004, 
14:37:44:506, 6, Helianthus, 5, 1f, 0, 0, 0, 0, Static, 
14:37:44:978, 1, 0, 0, 0, 126.108, -0.0452504, 
14:37:44:995, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:44:995, 6, Helianthus, 6, 1f, 0, 0, 0, 0, Static, 
14:37:45:470, 1, 0, 0, 0, 126.104, 0.0104553, 
14:37:45:487, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:45:487, 2, 0.36639, 0.0393093, 0, 0.00944734, 43.8226, 0, 0, 
14:37:45:488, 6, Dilithium, 0, 7, 0, 0, 0, 0, Invalid mode, 
14:37:45:958, 1, 0, 0, 0, 126.098, -0.0405636, 
14:37:45:979, 3, 0x0, 0x0, 0x0, 0x0, 0x180, 0, 0, 
14:37:45:979, 4, 126.192, 1.936, 1, 0, 0, 
14:37:45:980, 6, Dilithium, 1, 7, 0, 0, 0, 0, Invalid mode, 
